_id,_location,_name,_address,JVFlag,Website,DealerAffiliation,WeChatUrl,Fax,AdministrativeArea,DealerEntity,WeiboURL,DealerNewVehicle,ServicePhoneNumber,ServiceHistoryID,PrimaryPhone,eDaijiaPhone,SalesPhoneNumber,Email,Servicehours,Locality,eDaijiaCustomerID,PostCode,VehicleServices,FCOPhoneNumber,DealerID,eDaijiaFlag,Saleshours,_createtime,_updatetime,_province,_city,_district,_distance,_image
27654,"120.820367,37.306668",烟台裕华栖霞庄园分公司,山东省栖霞市庄园街道办事处民生路西首,CAF,Category2,,,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,0535- 6115010,,销售热线： 0535- 5111119；服务热线： 0535- 6115010,,haoshengluck@126.com,0535- 5111119,栖霞,,,265399,,,,A45243,,2017-11-15 17:30:15,2017-11-15 17:30:15,山东省,烟台市,栖霞市,4090,[]
27536,"120.788335,37.798074",烟台裕华蓬莱分公司,烟台开发区北京南路与云龙山路交汇处,"CAF,FCO",,Category1,,,山东,,,"福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0535-5818889,,销售:0535-5818889; 服务:0535-5818889; 进口:0535-6116000,,0535-5818889,18653573221@163.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",蓬莱,,264006,,0535-6116000,A40613,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:42:57,山东省,烟台市,蓬莱市,2945,[]
27263,"121.178704,36.749651",烟台海之润海阳分公司,海阳市黄海大道48号,CAF,,Category2,,0535-3257699,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0535-3255377,,销售:0535-3255377; 服务:0535-3255377,,0535-3255377,sdytwwd@163.com,"08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00;08:00,17:00",海阳,,265100,,,A40604,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 14:10:48,山东省,烟台市,海阳市,3478,[]
26973,"116.025522,36.479129",聊城五洲福翼达汽车销售服务有限公司,聊城光岳路西双力路北(江北汽车城对面),CAF,,Category2,,0635-8361899,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0635-8310777,,销售:0635-8316677; 服务:0635-8310777,,0635-8316677,wuzhouftxs@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",聊城,,252000,,,A33879,,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",2017-07-20 12:55:09,2017-09-26 14:32:36,山东省,聊城市,东昌府区,4372,[]
26615,"116.020523,36.425457",聊城市水利工程总公司汽车销售服务中心,聊城市光岳南路110号,JMC,Category3,,,山东,0635-8536677,,"福特经典全顺,福特新世代全顺",,0635-8892816,,销售:0635-8536677;服务:0635-8892816,,mailto:lcslfw@jmc.com.cn,0635-8536677,聊城,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,252000,"销售,保养,机修,钣喷",,,1514304S,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山东省,聊城市,东昌府区,4686,[]
26972,"116.020877,36.423267",聊城金福汽车销售服务有限公司,聊城市东昌府区柳园工业园内,CAF,,Category2,,0536-8534065,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0536-536036,,销售:0536-8536158; 服务:0536-536036,,0536-8536158,qingfeng-sheng@163.com；ford8767@163.com；zhaichuntao@sina.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",聊城,,252000,,,A09656,,"08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30;08:30,18:30",2017-07-20 12:55:09,2017-09-26 14:32:38,山东省,聊城市,东昌府区,4890,[]
27413,"116.020877,36.423267",聊城鑫福汽车销售服务有限公司,聊城市东昌府区柳园工业园内,CAF,,Category2,,0536-8534065,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0536-536036,,销售:0536-8536158; 服务:0536-536036,,0536-8536158,qingfeng-sheng@163.com;ford8767@163.com;zhaichuntao@sina.com,聊城,,,252000,,,A42841,,,2017-07-20 12:55:10,2017-09-26 14:41:38,山东省,聊城市,东昌府区,4890,[]
27061,"120.067196,36.240347",青岛成浩达汽车销售服务有限公司,胶州市海尔大道217号,CAF,,Category2,,0532-86622858,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0532-86627000,,销售:0532-86627333; 服务:0532-86627000,,0532-86627333,chdford@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",胶州,,266300,,,A23038,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:21:21,山东省,青岛市,胶州市,4064,[]
26625,"120.0345,36.306552",青岛福全顺汽车销售有限公司,山东省胶州市泉州北路68号,JMC,Category3,,,山东,0532-82297199,,"福特新世代全顺,福特经典全顺,福特新全顺,福特途睿欧,全新福特撼路者",,0532-82295099,,销售:0532-85293316;服务:0532-82295099,,mailto:qdfqs@jmc.com.cn,0532-85293316,胶州,"07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30",,266300,"销售,保养,机修,钣喷",,,1514312S,"07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30;07:50,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山东省,青岛市,胶州市,4657,[]
27623,"119.9661,36.263401",青岛成浩达胶州分公司,山东省青岛市胶州市扬州西路南辛置村路北,CAF,,Category2,,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,,,销售热线：0532-86622899,,0532-86622899,gm@a23038.caf.so,胶州,,,A44781,,,A44781,,,2017-09-14 21:37:43,2017-09-26 13:58:43,山东省,青岛市,胶州市,6034,[]
26624,"122.416214,37.123249",荣成成山汽车销售服务有限公司,荣成市凭海西路鑫通汽车城9号店,JMC,Category3,,,山东,0631-7504898,,"福特经典全顺,福特新世代全顺",,0631-7512168,,销售:0631-7504898;服务:0631-7512168,,mailto:rccsqc@jmc.com.cn,0631-7504898,荣成,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,264300,"销售,保养,机修,钣喷",,,1514311S,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山东省,威海市,荣成市,7791,[]
26857,"115.422531,35.277701",菏泽福特瑞汽车销售服务有限公司,山东省菏泽市中汇国际汽车园(昆明路北段2999号）,CAF,,Category2,,0530-7085588,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0530-7085599,,销售:0530-7085555; 服务:0530-7085599,,0530-7085555,gm@a35701.caf.so,"08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",菏泽,,274000,,,A35701,,"08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00",2017-07-20 12:55:09,2017-09-26 14:34:09,山东省,菏泽市,牡丹区,7194,[]
26860,"115.562139,35.266041",菏泽福特鑫汽车销售服务有限公司,菏泽市开发区黄河东路399号,CAF,,Category2,,0530-2079000,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0530-2079777,,销售:0530-2079666; 服务:0530-2079777,,0530-2079666,"wfk999@163.com,fordliuzhen@163.com","08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00;08:00,18:00",菏泽,,274000,,,A17915,,"08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00;08:10,18:00",2017-07-20 12:55:09,2017-09-26 16:19:23,山东省,菏泽市,牡丹区,8225,[]
26859,"116.093216,35.365536",菏泽福特鑫巨野分公司,山东省菏泽市巨野县城南环路五里墩十字路口北180米路东,CAF,,Category2,,,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0530-8259933,,销售:0530-8259933; 服务:0530-8259933,,0530-8259933,wfk999@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",巨野,,274900,,,A40621,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:19:28,山东省,菏泽市,巨野县,3502,[]
26858,"116.119633,34.754295",菏泽福特鑫单县分公司,山东省菏泽市单县园艺路与定砀路交叉路口,CAF,,Category2,,,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0530-4990006,,销售:0530-4990006; 服务:0530-4990006,,0530-4990006,wfk999@163.com,"08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",单县,,274300,,,A40622,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:34:06,山东省,菏泽市,单县,2946,[]
27652,"116.967316,35.373686",邹城市金铉汽车销售服务有限公司,邹城市岚济路9999号,CAF,Category2,,,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",,13792331202,,销售电话：0537-5411599；客服电话：13792331202,,caochunbin@126.com,0537-5411599,邹城,,,273516,,,,A38808,,2017-11-15 17:05:06,2017-11-15 17:05:06,山东省,济宁市,邹城市,4814,[]
27588,"117.056194,35.606206",邹城金铉曲阜分公司,曲阜市静轩东路海关东200米路北,CAF,,Category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0537-3199199,,销售热线：0537-3199399；服务热线：0537-3199199,,0537-3199399,hanxianyang@126.com,邹城,,,273199,,,A44006,,,2017-07-24 14:00:00,2017-09-26 14:00:24,山东省,济宁市,曲阜市,22852,[]
27492,"120.410047,36.067022",青岛成胜达市南分公司,青岛市江西路193号,"CAF,FCO",,Category1,,,山东,,,"福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特S-MAX,福特翼搏,福特翼虎,全新福特锐界",0532-86122268,,销售:0532-86122268; 服务:0532-86122268; 进口:0532-86122333,,0532-86122268,liu7726@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",青岛,,266000,,0532-86122333,A40624,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:10,2017-09-26 15:33:56,山东省,青岛市,市南区,2464,[]
26604,"120.384926,36.119953",青岛六和汽车销售有限公司,青岛开发区渭河路557号(一层东区),JMC,Category3,,,山东,0532-86672200,,"福特新世代全顺,福特经典全顺,福特新全顺,福特途睿欧,全新福特撼路者",,0532-86677244,,销售:0532-86672222;服务:0532-86677244,,mailto:qdlh@jmc.com.cn,0532-86672222,青岛,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,266032,"销售,保养,机修,钣喷",,,1514108A,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山东省,青岛市,市北区,5883,[]
27068,"120.385087,36.120377",青岛六和汽车服务有限公司,青岛市四方区重庆南路168号  266032,CAF,,Category2,,0532-86672200,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特金牛座,福特翼搏,福特翼虎,全新福特锐界,福特探险者,新福特撼路者,全新福克斯RS,福特福克斯ST",0532-86672222,,销售:0532-86672222; 服务:0532-86672222,,0532-86672222,lioho6@vip.sina.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",青岛,,266032,,,A04572,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-10-17 16:20:54,山东省,青岛市,市北区,5930,[]
27581,"120.487641,36.140516",青岛成胜达崂山分公司,青岛市崂山区松岭路126号,CAF,,Category2,,山东省,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0532-86122557,,销售热线：0532-86122322；服务热线：0532-86122557,,0532-86122322,gm@a03898.caf.so,青岛市,,,266101,,,A43861,,,2017-07-20 12:55:10,2017-09-26 13:54:48,山东省,青岛市,崂山区,12477,[]
27063,"120.398493,36.199345",青岛成胜达汽车销售服务有限公司,青岛市重庆中路788号,CAF,,Category2,,0532-86122390,山东,,,"全新福克斯RS,福特探险者,福特福克斯ST,福特Mustang,福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界,福特F-150猛禽,全新福特撼路者",0532-86122557,,"销售:0532-86122333,0532-86122322; 服务:0532-86122557",,0532-86122333,"qdford@vip.163.com,liu7726@163.com","08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",青岛,,266101,,,A03898,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:04:07,山东省,青岛市,李沧区,14776,[]
27062,"120.429642,36.246936",青岛成利达汽车销售服务有限公司,青岛市城阳区黑龙江中路697号,CAF,,Category2,,0532-55766033,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0532-55766055,,销售:0532-55766222; 服务:0532-55766055,,0532-55766222,"mail.a35428.caf.so,longin.htm","08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",青岛,,266000,,,A35428,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:21:19,山东省,青岛市,城阳区,20439,[]
27066,"120.157329,35.951723",青岛成致达汽车销售服务有限公司,青岛开发区富春江路1515号,CAF,,Category2,,0532-89083269,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0532-80982582,,销售:0532-80985353; 服务:0532-80982582,,0532-80985353,ford_czd@126.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",青岛,,266555,,,A19676,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:23:42,山东省,青岛市,黄岛区,23984,[]
27067,"119.91933,36.774185",青岛康安捷汽车销售服务有限公司,青岛市平度市青岛路621号,CAF,,Category2,,0532-68082608,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0532-68082999,,销售:0532-68082888; 服务:0532-68082999,,0532-68082888,qdkaj@126.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",平度,,266000,,,A23035,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:23:39,山东省,青岛市,平度市,6158,[]
26991,"120.457466,37.65744",龙口裕通汽车服务有限公司,龙口市新嘉街道张政村对面龙口汽车城,CAF,,Category2,,0535-8550002,山东,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0535-8559995,,销售:0535-8556661; 服务:0535-8559995,,0535-8556661,"ytoffice@yuhaford.com,ytmanager@yuhuaford.com","80:00,17:00;80:00,17:00;80:00,17:00;80:00,17:00;80:00,17:00;80:00,17:00;80:00,17:00",龙口,,264000,,,A24275,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:05:44,山东省,烟台市,龙口市,2190,[]
26616,"120.454102,37.653759",龙口顺通汽车销售服务有限公司,山东省烟台市龙口市新嘉街道张郑汽车城,JMC,Category3,,,山东,0535-8529507,,"福特经典全顺,福特新世代全顺",,0535-8532891,,销售:0535-8529507;服务:0535-8532891,,mailto:lkstfw@jmc.com.cn,0535-8529507,龙口,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",,265701,"销售,保养,机修,钣喷",,,1514305S-01,"08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30;08:00,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山东省,烟台市,龙口市,2254,[]
26949,"117.729187,36.198336",莱芜鸿发仁德汽车销售服务有限公司,莱芜市高新区云台山路16号,CAF,,category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",6029888,,销售热线:6029666;服务热线:6029888,,6029666,gm@a40041.caf.so,莱芜,,,271100,,,A40041,,,2017-07-20 12:55:09,2017-09-26 16:11:25,山东省,莱芜市,莱城区,5012,[]
27596,"118.487925,35.530622",临沂御骏沂南分公司,临沂市沂南县澳柯玛大道卧龙学校东500米路南,CAF,,Category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0539-3521999,,销售热线：0539-3668899；服务热线：0539-3521999,,0539-3668899,gm@a33699.caf.so,沂南县,,,276300,,,A44244,,,2017-08-02 18:12:06,2017-09-26 14:00:06,山东省,临沂市,沂南县,2976,[]
27615,"116.730421,36.806218",德州福特骏齐河分公司,德州市齐河县晏城镇308国道齐河大桥西600米路北,CAF,,Category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0534--5760999,,销售热线：0534--5952999；服务热线：0534--5760999,,0534--5952999,sales@a35861.caf.so,齐河,,,251121,,,A44741,,,2017-09-08 19:38:15,2017-09-26 13:59:06,山东省,德州市,齐河县,3840,[]
27618,"117.191761,37.737444",德州福特骏乐陵分公司,山东省德州市乐陵市开元西路行政中心西侧路南,CAF,,Category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0534-6676777,,销售热线：0534-6676777；服务热线：0534-6676777,,0534-6676777,goodluckxr@163.com,乐陵,,,253699,,,A44765,,,2017-09-14 20:04:49,2017-09-26 13:58:54,山东省,德州市,乐陵市,3631,[]
27630,"117.181679,36.967582",济南祥福济阳分公司,山东省济南市济阳县富北开发区富阳街南侧院内,CAF,,Category2,,山东,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0531-84238000,,销售热线：0531-83963777；服务热线：0531-84238000,,0531-83963777,13695345053@163.com,济阳,,,251400,,,A44882,,,2017-09-22 16:04:36,2017-09-26 14:42:36,山东省,济南市,济阳县,1418,[]
26587,"111.493164,36.051422",临汾江铃全顺汽车销售有限公司,山西省临汾市尧庙往南3公里金井村北口,JMC,Category3,,,山西,0357-3985065,,"福特经典全顺,福特新世代全顺",,0357-6765895,,销售:0357-6760800;服务:0357-6765895,,mailto:lfjlqs@jmc.com.cn,0357-6760800,临汾,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",,41000,"销售,保养,机修,钣喷",,,1408301S,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山西省,临汾市,尧都区,4683,[]
26975,"111.542499,36.128722",临汾天健弘毅汽车销售服务有限公司,临汾市屯里镇贾村（霍侯一级路别样红东侧）,CAF,,Category2,,0357-3999966,山西,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0357-3999888,,销售:0357-3999888; 服务:0357-3999888,,0357-3999888,sxtj_ly@163.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",临汾,,41000,,,A11035,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:32:30,山西省,临汾市,尧都区,4997,[]
26977,"111.475022,36.01773",临汾天健宏远汽车销售服务有限公司,山西省临汾市尧都区尧庙镇金井村北源汽车配件有限公司第一幢,CAF,,Category2,,0357-3939608,山西,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0357-3939222,,销售:0357-3939111; 服务:0357-3939222,,0357-3939111,gm@A37007.caf.so,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",临汾,,41000,,,A37007,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:32:26,山西省,临汾市,尧都区,8757,[]
26976,"111.703433,36.257818",临汾天健宏远洪洞分公司,山西省临汾市洪洞县客运站往北30米路东（108国道旁）,CAF,,category2,,山西,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0357-3939631,,"销售:0357-3999927,服务:0357-3939631",,0357-3999927,245368223@qq.com,临汾,,,41000,,,A42043,,,2017-07-20 12:55:09,2017-09-26 14:32:28,山西省,临汾市,洪洞县,25113,[]
26974,"111.426766,35.629517",临汾天健弘毅侯马分公司,山西省临汾市侯马市新田路亚欧桥市场B区B4号,CAF,,Category2,,,山西,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0357-6086672,,销售:0357-6086672; 服务:0357-6086672,,0357-6086672,313736256@qq.com,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",侯马,,43000,,,A40629,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 14:32:33,山西省,临汾市,侯马市,5084,[]
26585,"111.13446,37.524036",吕梁市嘉通汽车销售服务有限公司,吕梁市离石区交口商业街对面（高速西口前300米）,JMC,Category3,,,山西,0358-8334489,,"福特经典全顺,福特新世代全顺",,0358-8334866,,销售:0358-8359339;服务:0358-8334866,,mailto:lljt@jmc.com.cn,0358-8359339,吕梁,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",,33000,"销售,保养,机修,钣喷",,,1408108B,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山西省,吕梁市,离石区,1078,[]
27106,"111.097017,37.499638",山西省吕梁市大昌汽车销售有限公司,山西省吕梁市离石市离石区交口镇乔家塔,CAF,,Category2,,0358-8498888,山西,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0358-8498999,,销售:0358-8498888; 服务:0358-8498999,,0358-8498888,gm@a07132.caf.so,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",吕梁,,33000,,,A44007,,"08:00,18:00;08:00,18:00;08:00,18:00;08:30,18:00;08:30,18:00;08:30,18:00;08:30,18:00",2017-07-20 12:55:09,2017-09-26 16:02:10,山西省,吕梁市,离石区,4661,[]
26590,"113.410622,40.064011",大同江铃全顺汽车销售服务有限公司,山西省大同市开发区恒安街27号,JMC,Category3,,,山西,0352-6116685,,"福特经典全顺,福特新世代全顺",,0352-6116263,,销售:15235238111;服务:0352-6116263,,mailto:dtjl@jmc.com.cn,15235238111,大同,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",,37300,"销售,保养,机修,钣喷",,,1408304S,"08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30;08:30,17:30",2017-07-20 12:55:09,2017-07-20 12:55:09,山西省,大同市,大同县,17375,[]
27414,"113.339872,40.099784",大同市国信汽车销售有限公司,大同市开发区兴云桥与永和路交汇处,CAF,,Category2,,山西,,,,"福特福克斯,福特福睿斯,福特新蒙迪欧,福特新蒙迪欧智能混动版,福特金牛座,福特翼搏,福特翼虎,全新福特锐界",0352-5045888,,销售热线:0352-5100808;服务热线:0352-5045888,,0352-5100808,DGA39841@sina.com,大同,,,37000,,,A39841,,,2017-07-20 12:55:10,2017-09-26 14:41:36,山西省,大同市,南郊区,24113,[]
