No,DealerCreatedTime,Point,ZanCount,QQhref,Longitude,Latitude,DealerGuidId,Medal,IS_E,DealerId,Name,DealerTag,Rate,SalesPhone,Address,Website,Email,Summery,ShareToMicroBlog,TianMaoWebsite,CheBaBaWebsite,province,city
E1531,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2697639005&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.336502,37.566089,2afd96f9-3e9b-4d30-b786-05add70ea39a,,False,,烟台富嘉,,0,0535-6853888,山东省烟台市芝罘区幸福南路8号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/yantai/ytfjia,2697639005@qq.com,,,,http://www.chebaba.com/dealer_S2015072210417.htm,山东省,烟台市
E1512,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2422658376&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.368548,37.480565,18962047-b535-4d0f-b0fe-70c250edc905,,False,,烟台天航,,0,0535-6736000,烟台市芝罘区机场路248号（黄务立交桥北300米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/yantai/ytthang,yantaitianhang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210462.htm,山东省,烟台市
E1573,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.944865,37.129302,dce3a0c8-390f-47a1-b226-8f18d17eab58,,False,,烟台珠峰莱州,,0,0535-2751555,莱州市文峰街道南十里堡村,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/yantai/ytzflzhou,yantaizhufenglaizhou-dmc@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201129.htm,山东省,烟台市
E1525,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=270440037&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.535598,34.875557,97e96a16-4216-4705-91d0-aff00049431c,,False,,枣庄远方,,0,0632-3533888,山东省枣庄市市中区西外环立交桥向北800米路西(中石化加油站南侧),http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zaozhuang/zzyfang,chengduqiyang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210247.htm,山东省,枣庄市
E1559,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.429709,34.825153,09291a97-fd5b-40b2-b43e-908a6283e3c7,,False,,枣庄天朗,,0,0632-8258777,枣庄市光明大道杨峪风景区十字路口东200米路南,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zaozhuang/zztlang,zaozhuangtianlang@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072203389.htm,山东省,枣庄市
E1536,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=372666506&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.381055,35.995652,053dab59-08bd-4cdd-b4dc-d327dfdead05,,False,,诸城英华,,0,0536-6218866,诸城市西外环路中段西侧,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zhucheng/zcyhua,zhuchengyinghua@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210545.htm,山东省,诸城市
E1523,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=317803488&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.074332,36.837262,e3dd4eea-7f2e-4c55-a0c7-7db04da00486,,False,,淄博泰通,,0,0533-3599888,淄博市张店区中心路253号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zibo/zbttong,zibotaitong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210335.htm,山东省,淄博市
E1541,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2445309614&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.222369,36.824718,0ab73957-a62c-4846-b893-277ff90a8820,,False,,淄博远方骏顺,,0,0533-7689777,山东省淄博市临淄区临淄大道1227号（玉黛湖向东3公里）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zibo/zbyfjshun,ziboyuanfangjunshun@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210624.htm,山东省,淄博市
E1561,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=397658040&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.926768,36.791974,644bae54-dc8d-4232-87e6-76bcf26c6b5c,,False,,淄博航天锦诚,,0,0533-6067111,淄博市309国道周村南段山东巨能国际机床公司西侧,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zibo/zbhtjcheng,zibohangtianjincheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210789.htm,山东省,淄博市
E1513,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=271481128&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.047961,36.781092,8152ae4b-455b-44d2-8470-2043cb6dfb98,,False,,淄博泰达,,0,0533-2718777,淄博市张店区山泉路68号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zibo/zbtda,zibotaida@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210380.htm,山东省,淄博市
E1570,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.007416,36.72097,7cd342e7-65f8-4f6d-a3cc-0d4d0616da0d,,False,,淄博天兴,,0,0533-7909999,淄博市淄川区双杨镇杨寨村东，张博路以西,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shandong/zibo/zbtxing,zibotianxing@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2016036402213.htm ,山东省,淄博市
D0204,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=75859740&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.470241,31.300331,b348e486-b5dc-42f5-933f-0b046f03be0b,,True,,上海众泰,,0,021-65290088,上海市虹口区汶水东路957号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shztai,shanghaizhongtai@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210513.htm,上海市,上海市
D0203,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=757752641&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.33637,31.17353,4d56abfc-ce3f-4ba9-afad-f954aa205244,,True,,上海绅协,,0,021-64796928,上海市闵行区中春路9998号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shsxie,shanghaishenxie@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210383.htm,上海市,上海市
D0209,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2806393739&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.249436,31.028109,a4c931d5-2281-45d7-be71-3743a639ba1e,,False,,上海松江,,0,021-67743375,上海市松江区沪松路518号（近美能达路）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shsjiang,shanghaisongjiang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210263.htm,上海市,上海市
D0219,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=4645613&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.420825,31.193364,589eabc5-1bba-4760-82d6-b3c3612ea806,,False,,上海锦江城市,,0,021-62757777,上海市徐汇区吴中路100号9幢,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shjjcshi,shanghaijinjiangchengshi@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072203529.htm,上海市,上海市
D0213,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=502726636&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.564801,31.161951,3ef17ddf-e9e4-4ae4-965a-6700db01051f,,False,,上海隆佳,,0,021-68938989,上海浦东新区御桥路1351号（近沪南路宜家家居）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shljia,Shanghailongjia@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210645.htm,上海市,上海市
D0207,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=290277549&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.374839,31.210067,2fd7513b-1f51-4bd4-8c33-159550fdf513,,False,,上海锦江,,0,021-62613030，021-62613011,上海市长宁区哈密路800号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shjjiang,shanghaijinjiang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210253.htm,上海市,上海市
D0220,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=490875659&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.58716,31.309356,17134e77-3b06-47ff-af3d-31390f2c6d60,,False,,上海东浦五洲大道,,0,021-58502108,上海市浦东区五洲大道518号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shdpwzddao,xiangshanzhongbo@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201133.htm,上海市,上海市
D0212,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1127063867&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.628401,31.203967,1fa6e4d1-6af9-49bc-a58f-ad550b5475ba,,False,,上海冠松,,0,021-58558880,上海市浦东新区张江路1160号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shgsong,shanghaiguansong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210614.htm,上海市,上海市
D0216,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=804995233&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.450321,30.963001,a5d32416-c4e7-484c-adee-8fb56d900552,,False,,上海金丰,,0,"021-37572188,021-37572149,021-37572146",上海市奉贤区沪杭公路1088号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shjfeng,804995233@qq.com,,,,http://www.chebaba.com/dealer_S2015072210715.htm,上海市,上海市
D0210,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=199819345&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.461371,31.108438,50f46f04-4e79-4f9a-90d7-9dec80e87940,,True,,上海绅协绅通,,0,021-34622678,上海市徐汇区龙吴路2996号（近莘庄）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shsxstong,shanghaishenxieshentong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210428.htm,上海市,上海市
D0211,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=648007478&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.480216,31.399416,70de8999-c311-4eb9-adeb-5147ce563225,,False,,上海宝钢,,0, 021-56119550,上海市宝山区宝杨路1919号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shbgang,shanghaibaogang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210303.htm,上海市,上海市
D0217,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2016920766&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.132798,31.192198,fd4999a5-ddde-47eb-b0bb-84e73b4a3413,,False,,上海庞大丰源青浦,,0,021-59786789,上海市青浦区北青公路9595号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shqpyda,shanghaipangdafengyuanqingpu@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210714.htm,上海市,上海市
D0221,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,121.441922,31.296813,bfa1ea6b-77f4-4aa8-9b71-a3ec60dac8d8,,False,,上海冠松闸北,,0,021-66522286,上海市闸北区汶水路405号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanghai/shanghai/shgszbei,shanghaiguansongzhabei@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201355.htm,上海市,上海市
B1122,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=170585061&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.118326,36.237267,622d7545-cf79-41c0-a979-962926e938be,,False,,长治蓝池冠龙,,0,0355-3565600,长治市北外环路华信汽贸园内（复兴小区往北200米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/changzhi/czlcglong,changzhilanchiguanlong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210772.htm,山西省,长治市
B1018,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=779164984&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.080051,36.2172,f61a1879-d7b1-4dfd-a454-b659104aa79f,,False,,长治东升,,0,0355-6081600,山西省长治市西二环路二号（北寨十字路口南300米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/changzhi/czdsheng,changzhidongsheng-dmc@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210233.htm,山西省,长治市
B1125,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=654852117&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.261462,40.046413,0dbfc819-51e4-401e-8c8a-cdfdac171d52,,False,,大同东昊,,0,0352-5116638,山西省大同市庞大汽车园28号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/datong/dtdhao,datongdonghao@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201062.htm,山西省,大同市
B1103,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1464210821&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.295334,40.054262,5cf51e22-7204-42e9-a047-bbdbbcc9816b,,False,,大同云岗,,0,0352-5023588,山西省大同市魏都大道新南站斜对面（东信广场十字路口）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/datong/dtygang,datongyungang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210403.htm,山西省,大同市
B1112,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1434916153&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.886995,35.50597,2ff511d9-9a64-4306-991f-04d0b8bac860,,False,,晋城华洋,,0,0356-2181666,晋城市经济技术开发区兰花路北段（小笠原对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/jincheng/jchyang,jinchenghuayang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210332.htm,山西省,晋城市
B1123,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1175896800&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.86824,37.03762,db71775b-8696-4cf7-b033-0676e4117551,,False,,晋中汇隆,,0,0354-7026111,山西省介休市西堡村口（108国道与西外环交汇处）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/jinzhong/jzhlong,jinzhonghuilong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210994.htm,山西省,晋中市
B1116,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=573012488&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.692181,37.736534,6282b847-3d0c-4b82-bc4a-9de09d936fec,,False,,晋中东风南方汇盛,,0,0354-2465488,晋中市开发区汇通路鸣李段汽贸园,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/jinzhong/jzhsheng,496509198@qq.com,,,,http://www.chebaba.com/dealer_S2015072210673.htm,山西省,晋中市
B1111,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=646594657&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.51435,36.111473,1b459a9e-fb69-405a-8819-f6ba0d468d30,,False,,临汾东盛源,,0,0357-2990888,临汾市经济技术开发区河汾路中段,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/linfen/lfdsyuan,linfendongshengyuan@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210378.htm,山西省,临汾市
B1126,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1716968082&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.790595,37.138716,46c82a15-7263-4fea-b47b-1b8aa1f3d277,,False,,吕梁庞大孝义鸿源,,0,0358-7669799,吕梁孝义市胜溪街与湖滨北路交界处,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/luliang/llpdxyhyuan,lvliangpangdaxiaoyihongyuan@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201139.htm,山西省,吕梁
B1133,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,111.098127,37.504753,7fcab1ea-6663-4140-8db6-6304e4997c66,,False,,吕梁庞大离石,,0,0358-3366567,吕梁市离石区209国道聚富汽贸园内,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/luliang/lvliangpangdalidan,lvliangpangdalishi@dfl.com.cn,,,,,山西省,吕梁
B1129,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.16241,39.82624,c9f1ff31-aeef-49ba-83d4-c36050ccd5bb,,False,,怀仁云山,,0,0349-3038666,朔州市怀仁县仁和路西怀义街北,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/shuozhou/hryshan,huairenyunshan@dfl.com,,,,http://www.chebaba.com/dealer_S20151029667178.htm,山西省,朔州市
B1117,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1402008080&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.427382,39.361888,a0b932dc-cd81-46ec-a1ab-b7859617e1f1,,False,,朔州汇海,,0,0349-2100111,山西省朔州市朔城区张辽路与安泰街交叉路口,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/shuozhou/szhhai,1402008080@qq.com,,,,http://www.chebaba.com/dealer_S2015072210707.htm,山西省,朔州市
B1109,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.6351,37.777918,9b45e5c7-2ae2-4ff6-957a-998de2245b14,,False,,太原东风南方龙城,,0,0351-7827444,太原市小店区太榆路196号日产展厅,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/taiyuan/taiyuanlongcheng,taiyuanlongcheng@dfl.com.cn,,,,,山西省,太原市
B1108,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=365529839&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.536886,37.829201,97ac51f2-cf87-4a51-a8b2-f6ab2395df37,,False,,太原东汇,,0,0351-6093399,山西省太原市万柏林区新晋祠路110号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/taiyuan/tydhui,taiyuandonghui@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210313.htm,山西省,太原市
B1102,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2633688208&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.558061,37.790008,6e479030-d079-4e0c-ba6e-d2d005f7741c,,False,,太原大源,,0,0351-7026518,太原市平阳南路88号（小马村对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/taiyuan/tydyuan,taiyuandayuan@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210273.htm,山西省,太原市
B1106,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2259625702&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.480882,37.869897,98c8a5d7-8d8d-47ef-afd1-35fc8ca93a41,,False,,太原汇泽,,0,0351-6566888,太原市万柏林区玉门河北沿岸111号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/taiyuan/tyhze,taiyuanhuize@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210636.htm,山西省,太原市
B1132,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,112.739283,38.470826,0e9f73e1-9c7a-4ad7-add0-af21839ca21a,,False,,忻州汇润开发区,,0,0350-2612888,山西省忻州市梨花街北汽车城内,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/xinzhou/xinzhouhuirunkaifaou,xinzhouhuirunkaifaqu@dfl.com.cn,,,,,山西省,忻州市
B1130,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,113.586825,37.898083,79b84b41-d50b-4192-b5cd-f53c45044cdb,,False,,阳泉东风南方太行,,0,0353-2116666,山西省阳泉市郊区李荫路李家庄段20号（钢材市场斜对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/yangquan/yqdfnfthang,yangquandongfengnanfangtaihang@dfl.com.cn,,,,http://www.chebaba.com/dealer_S20160615459480.htm,山西省,阳泉市
B1128,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,110.701428,35.58067,d2452ba0-c7f0-4ff1-8a1b-20076edf8657,,False,,运城瑞盈河津,,0,0359-8711000,山西省河津市永兴西路南（诺维兰汽博园）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/shanxi/yuncheng/ycryhjin,yunchengruiyinghejin@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201287.htm,山西省,运城市
