code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
3311001,天台县子平汽车销售服务有限公司,4S店,浙江省天台县始丰街道济公大道339号,317200,0576-83178836,/,/,/,0576-83178836,plan@zipingqiche.com,/,0576-83178836,120.993797,29.159552,1,1,36,39,100,39,/,/,空,/,/,空,/,/,空,/,/,空,92.3,36,0,0
2311007,台州申腾汽车有限公司,4S店,浙江省台州市椒江区白云山西路398号,318000,0576-89023598,/,0576-89023333,0576-89023600,0576-89023598,svwtzst01@163.com,0576-89023232,0576-89023598,121.409198,28.670941,1,2,707,749,98.39,737,10,.72,上,10,1.01,上,10,.43,上,10,.57,上,94.39,707,0,0
2310300,温州申腾汽车销售服务有限公司,4S店,浙江省温州市瓯海区蛟凤北路汽车城内,325000,0577-86082212,/,0577-86755555,13221117111,0577-86082212,svw2310300@163.com,0577-89008888,0577-86082212,120.672532,27.968315,3,2,1042,1126,96.98,1092,9.54,3.7,下,9.27,5.89,下,9.36,5.11,下,9.54,3.84,下,93.78,1056,.62,7
2310306,温州联通汽车销售服务有限公司,4S店,浙江省温州市龙湾区经济技术开发区雁荡东路112号,325011,0577-86533528,/,0577-86533339,13336993335,0577-86533528,svw2310306@vip.163.com,0577-86533808,0577-86533528,120.757957,27.977328,2,1,180,197,97.96,193,10,.88,上,10,1.48,上,10,1.33,上,10,.73,上,92.38,182,.5,1
2310314,温州众成汽车有限公司,4S店,浙江省温州市龙湾区永强大道4998号,325024,0577-86556979,/,/,/,0577-86556979,zcqiche001@163.com,/,0577-86556979,120.834799,27.919575,1,1,6,6,100,6,10,.88,上,10,1.48,上,10,1.33,上,10,.73,上,100,6,0,0
2310308,瑞安市南洋汽车销售服务有限公司,4S店,浙江省温州市瑞安市塘下镇罗凤北工业区,325204,0577-66085580,/,0577-66775555,18067766776,0577-66085580,svw2310308@163.com,0577-266085599,0577-66085580,120.468338,27.829226,1,2,615,627,99.36,623,9,9.2,下,9,8.66,下,9,8.8,下,10,.73,上,98.08,615,0,0
2310310,苍南县众达汽车有限公司,4S店,浙江省温州市苍南县灵溪镇河滨东路与经三路交叉口,325800,0577-68897221,/,0577-68896666,15067891234,0577-68897221,svwzd@vip.163.com,0577-68897666,0577-68897221,120.456423,27.543516,2,2,874,896,99.1,888,10,.88,上,9.87,.21,上,10,1.33,上,10,.73,上,97.76,876,.11,1
2310312,温州嘉鹏汽车销售服务有限公司,4S店,浙江省温州市永嘉县江北街道塘头工业区（104国道）,325100,0577-67380876,/,0577-67380888,0577-67380999,0577-67380876,wenzhoujiapeng@163.com,0577-67380999,0577-67380876,120.657846,28.055713,2,2,853,879,98.29,864,10,.88,上,10,1.48,上,9.97,1.1,上,10,.73,上,97.72,859,.34,3
2310315,乐清程和汽车销售服务有限公司,4S店,浙江省温州市乐清市城南街道宁康西路108号,325600,0577-62563988,/,/,/,0577-62563988,yqchenghe@126.com,/,0577-62563988,/,/,1,1,8,9,100,9,10,.88,上,10,1.48,上,10,1.33,上,10,.73,上,88.88,8,0,0
3310303,平阳亚杰汽车有限公司,4S店,浙江省温州市平阳县鳌江镇新和路口,325401,0577-63193311,/,0577-63673333,0577-63622300,0577-63193311,svw3310303@163.com,0577-63622300,0577-63193311,120.565793,27.661918,3,1,220,237,95.78,227,/,/,空,/,/,空,/,/,空,/,/,空,93.67,222,.42,1
2310900,舟山申浙汽车销售服务有限公司,4S店,浙江省舟山市定海区弘生大道152号,316000,0580-2921700,/,05802916666,05802917666,0580-2921700,svw2310900@vip.163.com,05802917666,0580-2921700,122.144857,30.000752,5,1,407,417,98.56,411,10,1,上,10,1.23,上,10,1.11,上,10,1.11,上,98.08,409,.23,1
6200802,上海市汽车修理有限公司延中汽车快修站,城市快修店,上海市静安区延安中路730号,200042,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6200801,上海静众汽车销售服务有限公司静安分公司,城市展厅,上海市静安区武宁南路287号,200042,021-62309898,/,021-62309898,18916210110,021-62309898,jzxs@jingzhongxs.com,4008593110,021-62309898,121.433629,31.229925,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200802,上海静众汽车销售服务有限公司,维修站,上海市静安区康定路1155号,200042,021-62304811,/,021-62309898,18916210110,021-62304811,zhangyujin@jingzhongxs.com,021-62307403,021-62304811,121.441216,31.23694,2,1,115,126,98.41,124,/,/,空,/,/,空,/,/,空,/,/,空,91.26,115,0,0
2200300,上海五角场汽车销售服务有限公司,4S店,上海市杨浦区国和路800号,200433,021-55780608,/,021-55780050,021-55780010,021-55780608,svw0852@sina.com,021-55780010,021-55780608,121.526969,31.323361,4,1,341,356,97.75,348,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,96.34,343,.28,1
2200303,上海同继汽车销售服务有限公司,4S店,上海市杨浦区赤峰路150号,200092,021-65977149,/,021-65982598,021-65985588,021-65977149,svw0811@vip.163.com,021-65985588,021-65977149,121.504976,31.28724,2,1,116,132,99.24,131,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,90.9,120,1.51,2
2200306,上海天泽汽车销售服务有限公司,4S店,上海市杨浦区周家嘴路2885号,200093,021-65180050,/,021-55801660,15316755001,021-65180050,svw0853@yahoo.com.cn,4008840078,021-65180050,121.53189,31.279386,4,1,364,397,97.73,388,9.6,3.2,下,9.6,2.79,下,9.6,2.96,下,9.6,2.96,下,92.69,368,.5,2
2200305,上海申荣沪东汽车销售服务有限公司,维修站,上海市杨浦区宁武路10号,200090,021-65702715,/,021-65431584,021-65431584,021-65702715,svwhd@sina.com,021-65188363,021-65702715,121.554189,31.272341,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200301,上海怡通汽车服务有限公司,4S店,上海市浦东新区沈梅路68号2幢,201318,021-20783871,/,021-58112888,021-68131410,021-20783871,office@yitongqiche.com.cn,021-68131410,021-20783871,121.577443,31.097894,3,1,248,264,98.86,261,9.6,3.2,下,10,1.25,上,10,1.07,上,10,1.07,上,94.69,250,.37,1
2201305,上海大众汽车金桥销售服务有限公司,4S店,上海市浦东新区金海路351号,201206,021-58549003,/,021-58549502,021-58541200,021-58549003,svw0822@126.com,021-58541200,021-58549003,121.613623,31.265419,4,1,308,319,99.37,317,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,96.55,308,0,0
2201307,上海浦东众天汽车销售服务有限公司,4S店,上海市浦东新区张江路1196号,201210,021-58551894,/,4008211196,021-58556014,021-58551894,346987848@qq.com,021-58551517,021-58551894,121.62914,31.203503,3,1,249,257,99.22,255,/,/,空,/,/,空,/,/,空,/,/,空,96.88,249,0,0
2201308,上海长江汽车销售服务有限公司,4S店,上海市浦东新区高科西路580号,200126,021-58831118,/,021-50879868,021-58834454,021-58831118,bdz007110@126.com,021-58834454,021-58831118,121.511356,31.189587,2,1,151,154,99.35,153,/,/,空,/,/,空,/,/,空,/,/,空,98.05,151,0,0
2201309,上海永增汽车销售服务有限公司,4S店,上海市浦东新区张杨北路3839号1幢1层,200137,021-50676200,/,021-50671661,021-50671662,021-50676200,svw0859@vip.163.com,021-50671662,021-50676200,121.595307,31.32805,4,1,319,332,99.39,330,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,96.08,319,0,0
3201701,上海南汇祝桥汽车销售服务有限公司,维修站,上海市南汇区祝桥镇川南奉公路5218号,201323,021-58107002,/,/,021-58109911,021-58107002,nanhuida@online.sh.cn,021-58107107,021-58107002,121.763001,31.116121,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3201702,上海怡通实业发展有限公司,直营店,上海市南汇区惠南镇南芦公路158号,200072,021-68066700,/,/,/,021-68066700,nhdz123@163.com,/,021-68066700,121.720415,31.030468,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200104,上海长江川沙汽车销售服务有限公司,维修站,上海市浦东新区川沙路6299号,201200,021-58593722,/,/,021-58593727,021-58593722,shdzq@shtel.net.cn,021-58593727,021-58593722,121.712129,31.174032,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201306,上海浦东龙东汽车销售服务有限公司,维修站,上海市浦东新区龙东大道5893号,201201,021-58973047,/,021-58978333,021-58979000,021-58973047,SVW0834@81890.net,021-58979000,021-58973047,121.700238,31.242776,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200501,上海强生汽车贸易有限公司,4S店,上海市普陀区沪太路800号,200065,021-56371075,/,021-56373737,021-56066575,021-56371075,qsqm800@163.com,021-56066575,021-56371075,121.43559,31.281345,1,1,88,92,97.82,90,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,95.65,88,0,0
2200600,上海冠松汽车服务有限公司,4S店,上海市普陀区真北路3045号甲,200331,021-32050904,/,021-63636160,021-63639955,021-32050904,volk@guansong.com,021-52841887,021-32050904,121.401027,31.278236,2,1,155,169,98.22,166,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,91.71,155,0,0
2200602,上海申银汽车服务有限公司,4S店,上海市普陀区中山北路2500号,200063,021-52919999,/,021-52905063,021-52909999,021-52919999,svw0837@126.com,021-52909999,021-52919999,121.430372,31.250046,2,1,172,199,97.48,194,6,39.5,下,4,59.49,下,7,29.24,下,6,39.35,下,88.44,176,1,2
2201002,上海财通坤田汽车销售服务有限公司,4S店,上海市普陀区宁夏路777号,200063,021-52717618,/,8008207839,021-52717730,021-52717618,sh2201002@163.com,021-52717730,021-52717618,121.418231,31.236717,3,1,209,223,98.2,219,/,/,空,/,/,空,/,/,空,/,/,空,93.72,209,0,0
3200601,上海交运金桥汽车销售服务有限公司,直营店,上海市普陀区中江路725号,200062,021-32521823,/,/,021-32521823,021-32521823,svw0812@sh163.net,021-32521823,021-32521823,121.398595,31.236037,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200614,上海上汽安吉汽车销售服务有限公司,4S店,上海市宝山区蕴川路329号,201906,021-56499612,/,021-56498670,021-56499610,021-56499612,svw0845@vip.sina.com,021-56499610,021-56499612,121.441628,31.356902,2,1,157,177,98.87,175,/,/,空,/,/,空,/,/,空,/,/,空,93.22,165,2.25,4
2200901,上海宝荣汽车销售服务有限公司,4S店,上海市宝山区铁山路336号,201900,021-56115490,/,021-56115452,021-66595659,021-56115490,zhang_919@yahoo.com.cn,021-56115493,021-56115490,121.482568,31.39603,2,1,145,150,99.33,149,/,/,空,/,/,空,/,/,空,/,/,空,96.66,145,0,0
2200903,上海逸先汽车销售服务有限公司,4S店,上海市宝山区高逸路67号,200439,021-51057225,/,021-55043805,13818052525,021-51057225,svw0826@sh163.net,021-55040121,021-51057225,121.493635,31.328081,2,1,178,195,97.43,190,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,94.35,184,1.53,3
2201401,上海海博广得利汽车销售有限公司,4S店,上海市宝山区场中路3525号,200436,021-66508661,/,021-66509473,021-66508660,021-66508661,svw0848@vip.163.com,021-66508660,021-66508661,121.432645,31.309795,3,1,269,285,98.24,280,/,/,空,/,/,空,/,/,空,/,/,空,95.08,271,.35,1
3200901,上海源盛汽车销售服务股份有限公司,4S店,上海宝山区月罗路241号,200941,021-56930523,/,/,/,021-56930523,gs@bsyuansheng.com,/,021-56930523,121.415824,31.419331,1,1,8,14,85.71,12,/,/,空,/,/,空,/,/,空,/,/,空,71.42,10,7.14,1
2200907,大众交通集团上海庙行汽车销售服务有限公司,维修站,上海市宝山区长江西路1036号,200431,021-56997878,/,/,021-56998999,021-56997878,svw0829@public4.sta.net.cn,021-56994940,021-56997878,121.467855,31.345276,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2200904,上海云峰虹口汽车销售服务有限公司,4S店,上海市虹口区广粤路231号底层,200434,021-51022698,/,021-51022778,021-51022768,021-51022698,svw7180cei@163.com,021-51022768,021-51022698,121.471708,31.291228,2,1,141,147,98.63,145,/,/,空,/,/,空,/,/,空,/,/,空,97.27,143,.68,1
3201101,上海交运虹口汽车销售服务有限公司,直营店,上海市虹口区周家嘴路414号,200080,021-65359881,/,/,021-65357782,021-65359881,svwhkdz@163.com,021-65357782,021-65359881,121.503958,31.260697,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201000,上海锦江汽车销售服务有限公司,4S店,上海市徐汇区吴中路259号,201103,021-62705871,/,021-62702100,021-62950255,021-62705871,sh2201000@svwdn.com,021-62950255,021-62705871,121.421478,31.193024,2,2,853,886,99.09,878,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,96.72,857,.22,2
2201003,上海徐大中汽车销售服务有限公司,4S店,上海市徐汇区古宜路182号,200235,021-64385485,/,021-64874234,021-64878457,021-64385485,xhdz0806@126.com,021-64385485,021-64385485,121.431153,31.193719,3,2,1079,1115,98.83,1102,10,.83,上,10,1.25,上,9.95,.6,上,10,1.07,上,96.95,1081,.08,1
2201007,上海交运起元汽车销售服务有限公司,4S店,上海市徐汇区龙水南路386号,200232,021-54095002,/,021-54095008,021-54095189,021-54095002,svw0860@163.com,021-54095008,021-54095002,121.456928,31.159703,5,1,582,605,100,605,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,96.52,584,.16,1
2201008,上海安吉斯铭东安汽车销售服务有限公司,4S店,上海市徐汇区东安路239号2楼,200032,021-33562008,/,021-33562088,021-33562088,021-33562008,hr@anji-siming.com,4008210821,021-33562008,121.460724,31.199372,2,1,145,150,99.33,149,/,/,空,/,/,空,/,/,空,/,/,空,96.66,145,0,0
2201006,上海龙华吉顺汽车维修有限公司,维修站,上海市徐汇区龙吴路410弄8号,200232,021-54353688,/,021-54355015,13371958973,021-54353688,lhmaofugen@126.com,021-54355015,021-54353688,121.455832,31.167041,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201103,上海百联沪东汽车销售服务有限公司,4S店,上海市闸北区共和新路3550号,200435,021-51817187,/,021-51817188,021-51817166,021-51817187,hdgs1995@163.com,021-51817155,021-51817187,121.454448,31.307497,1,2,732,772,99.35,767,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,95.85,740,.51,4
2200504,上海市北汽车销售服务有限公司,4S店,上海市汶水路92号,200072,021-56033634,/,/,/,021-56033634,svw0827@vip.163.com,021-56653570,021-56033634,121.459809,31.299259,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201203,上海文洋振新汽车销售服务有限公司,4S店,上海市闵行区沪闵路4300号,201108,021-64890387,/,021-64896651,021-64894665,021-64890387,svw0823@126.com,021-64894665,021-64890387,121.396446,31.093627,4,1,356,377,96.81,365,10,.83,上,9.82,.5,下,10,1.07,上,10,1.07,上,94.96,358,.26,1
2201205,上海泰宸汽车销售服务有限公司,4S店,上海市闵行区春申路2439号,201100,021-54378867,/,021-54378873,13472605928,021-54378867,svw0851@vip.163.com,021-54378856,021-54378867,121.422291,31.116539,3,1,240,245,99.59,244,/,/,空,/,/,空,/,/,空,/,/,空,97.95,240,0,0
2201212,上海华隆汽车销售服务有限公司,4S店,上海市闵行区华江路1366号,201106,021-62208823,/,021-62208866,021-62209696,021-62208823,svw0868@163.com,021-62209696,021-62208823,121.332471,31.234046,2,1,178,191,97.38,186,/,/,空,/,/,空,/,/,空,/,/,空,93.19,178,0,0
2201213,上海浦江九隆汽车销售服务有限公司,4S店,上海市闵行区浦江镇联航路1239号,201112,021-61261560,/,021-34666266,021-34663255,021-61261560,SVW0869@JL.ZHENGLONGGROUP.COM,021-34666255,021-61261560,121.523809,31.077784,2,1,183,198,98.48,195,9.09,8.33,下,8.9,9.79,下,8.9,9.95,下,9.09,8.11,下,93.43,185,.5,1
2200103,上海巴士永达汽车销售有限公司,4S店,上海市闵行区中春路9977号,201101,021-54478696,/,021-54476789,13501876253,021-54478696,shbsyd@126.com,021-64218899,021-54478696,121.334946,31.173183,4,2,1319,1361,99.33,1352,9.96,.45,上,9.96,.87,上,9.96,.69,上,9.92,.32,上,97.35,1325,.22,3
2201210,上海弘迈汽车销售服务有限公司,4S店,上海市青浦区沪青平公路2089号,201702,021-39811173,/,021-52262395,021-52263350,021-39811173,shhongmai@vip.sina.com,021-52263350,021-39811173,121.270355,31.164747,3,1,274,295,98.3,290,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,93.55,276,.33,1
2201211,上海大众交通虹桥汽车销售服务有限公司,4S店,上海市青浦区北青公路4149号,201705,021-51268511,/,021-51268588,021-64200260,021-51268511,dz_svw@163.com,021-51268566,021-51268511,121.245982,31.206731,4,1,333,346,99.13,343,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,97.39,337,.57,2
2201802,上海永加汽车销售服务有限公司,4S店,上海市青浦区沪青平公路5528号,201700,021-69238111,/,021-69238222,021-69238397,021-69238111,mail@svwqp.com.cn,021-69238397,021-69238111,121.126951,31.143516,1,2,745,765,99.47,761,9.89,.2,下,9.84,.3,下,9.84,.48,下,9.89,.03,上,97.38,745,0,0
2201804,上海鼎洪贸易有限公司,4S店,上海市青浦区华新镇嘉松中路1589号A区,201708, 021-69795696,/,021-69795580,021-69795581, 021-69795696,dinghong@xinhongsh.com,021-69795651, 021-69795696,121.222687,31.241564,5,1,456,482,99.17,478,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,95.85,462,.62,3
2201805,上海宽宇汽车销售服务有限公司,4S店,上海市青浦区外青松公路4938号3幢,201700,021-61176063,/,/,/,021-61176063,svw-shky@svw-shky.com,/,021-61176063,121.119352,31.190982,1,1,1,2,100,2,/,/,空,/,/,空,/,/,空,/,/,空,50,1,0,0
2201404,上海马陆汽车销售服务有限公司,4S店,上海市嘉定区马陆镇宝安公路3131号,201801,021-59156560,/,021-59159888,021-59150999,021-59156560,svw0831@126.com,021-59157983,021-59156560,121.29479,31.338044,2,1,189,206,98.54,203,10,.83,上,10,1.25,上,10,1.07,上,9.71,1.81,下,93.68,193,.97,2
2201406,上海西上海众达汽车销售服务有限公司,4S店,上海市嘉定区安亭墨玉路1000号,201805,021-39570882,/,021-59571777,021-59578555,021-39570882,westsh2201406@126.com,021-59578555,021-39570882,121.163278,31.287023,1,2,739,776,99.35,771,10,.83,上,9.77,.99,下,9.66,2.29,下,9.66,2.29,下,95.74,743,.25,2
2201410,上海协通众盛汽车服务有限公司,4S店,上海市嘉定区曹安路4188号,201804,021-69595933,/,021-69593800,021-69593600,021-69595933,xtdz@163.com,021-69593600,021-69595933,121.262307,31.282125,3,1,221,253,96.83,245,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,88.93,225,.79,2
2201411,上海嘉定华毅汽车销售服务有限公司,4S店,上海市嘉定区沪宜公路3658号,201800,021-59525745,/,021-59536029,021-59525645,021-59525745,fangliqcgs@vip.163.com,021-59525645,021-59525745,121.250489,31.378693,3,1,275,283,98.93,280,/,/,空,/,/,空,/,/,空,/,/,空,97.17,275,0,0
2201413,上海翔世行汽车销售服务有限公司,4S店,上海市嘉定区浏翔公路1025号,201802,021-61357936,/,/,/,021-61357936,xsh_svw@vip.163.com,/,021-61357936,121.325908,31.312309,1,1,23,24,100,24,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,95.83,23,0,0
2201402,上海大众汽车安亭销售服务有限公司,维修站,上海市嘉定区安亭镇曹安路5548号,201805,021-59566828,/,021-59578123,021-59577621,021-59566828,anting2201402@126.com,021-59577621,021-59566828,121.171186,31.295309,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201503,上海云峰众旭汽车销售服务有限公司,4S店,上海市金山区亭卫公路2258号,201508,021-67290099,/,021-67292288,18930818828,021-67290099,svw0865@163.com,021-67292299,021-67290099,121.366308,30.783149,4,1,348,376,97.87,368,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,92.55,348,0,0
2201502,上海众凯汽车销售服务有限公司,4S店,上海市金山区新农镇亭枫公路2468号,201503,021-57340818,/,021-57340005,021-57340807,021-57340818,svwzhongkai@163.com,021-57340807,021-57340818,121.223587,30.901141,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2201600,上海云峰松江汽车销售服务有限公司,4S店,上海市松江区茸兴路128号,201613,021-57782447,/,021-57780022,13918961896,021-57782447,svw0854@126.com,021-57782525,021-57782447,121.25774,31.039898,3,1,300,317,96.52,306,10,.83,上,10,1.25,上,10,1.07,上,10,1.07,上,94.63,300,0,0
2201900,上海奉杰汽车销售有限公司,4S店,上海市奉贤区青村镇光明南奉公路6001号,201406,021-57472363,/,021-57473788,021-57472599,021-57472363,fj-vw@163.com,021-57472599,021-57472363,121.522525,30.925509,2,1,155,162,96.91,157,/,/,空,/,/,空,/,/,空,/,/,空,95.67,155,0,0
2201902,上海欣明汽车销售服务有限公司,维修站,上海市奉贤区南桥镇沪杭公路2090号,201415,021-37110822,/,/,021-57108286,021-37110822,dzxinming@163.com,021-57108286,021-37110822,121.443426,30.919522,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2202003,上海协通众明汽车销售服务有限公司,4S店,上海市崇明县新河镇新薇路55号,202156,021-39663006,/,021-59685000,021-59685999,021-39663006,svw0867@sina.com,021-59685999,021-39663006,121.521985,31.593771,1,1,8,8,100,8,/,/,空,/,/,空,/,/,空,/,/,空,100,8,0,0
2210209,徐州沪彭众达汽车销售服务有限公司,4S店,江苏省徐州市鼓楼区轻工路奔腾大道路口,221007,0516-82020007,/,0516-82027777,0516-82020011,0516-82020007,xzhpqx@163.com,0516-82027777,0516-82020007,117.214135,34.30315,1,2,603,651,98.61,642,10,.37,上,10,2.66,上,10,1.88,上,10,1.5,上,94.16,613,.76,5
2210210,徐州金路汽车销售服务有限公司,4S店,江苏省徐州市鼓楼区铜沛路256号,221000,0516-61885663,/,0516-66669111,0516-66669222,0516-61885663,xuzhoujinlu@saic.sina.net,0516-66669222,0516-61885663,117.177296,34.282802,1,2,755,811,97.53,791,10,.37,上,9.2,5.55,下,8.4,14.41,下,10,1.5,上,93.58,759,.24,2
3210206,徐州金路汽车销售服务有限公司沛县分公司,专营店,江苏省徐州市沛县正阳大道韩信路,221000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2210208,徐州恒运汽车销售服务有限公司,4S店,江苏省徐州市云龙区三环东路69-1号,221000,0516-83663030,/,0516-82327555,0516-82327090,0516-83663030,svw0974@saic.sina.net,0516-82327090,0516-83663030,117.230025,34.273973,1,3,1942,2026,98.96,2005,10,.37,上,10,2.66,上,10,1.88,上,10,1.5,上,96.15,1948,.14,3
2210211,徐州合众汽车销售服务有限公司,4S店,江苏省徐州市云龙区欣欣路南侧旅游学校西,221000,0516-83203311,/,0516-83206066,0516-83205055,0516-83203311,jialulu@rundongauto.com,0516-83205055,0516-83203311,117.239549,34.211551,1,2,616,646,98.29,635,10,.37,上,8,17.87,下,10,1.88,上,8.5,13.72,下,95.66,618,.15,1
2210213,徐州华昌汽车销售服务有限公司,4S店,江苏省徐州市铜山县北京路南首,221116,0516-83306885,/,0516-85256666,0516-85257777,0516-83306885,xuzhoutianchi@126.com,0516-85257777,0516-83306885,117.156515,34.134832,5,1,498,527,98.29,518,10,.37,上,10,2.66,上,10,1.88,上,10,1.5,上,95.25,502,.37,2
2210214,徐州金悦汽车销售服务有限公司,4S店,江苏省邳州市解放路新城客运站北门东侧,221300,/,/,/,/,/,276175733@qq.com,/,/,117.777504,34.296961,2,1,127,134,100,134,9.88,.8,下,9.88,1.45,上,9.88,.68,上,9.88,.3,上,94.77,127,0,0
3210201,徐州融德汽车销售服务有限公司,直营店,江苏省徐州市丰县丰沛路南经六路东,221700,0516-89322388,/,0516-68896088,0516-89320399,0516-89322388,Santana@saic.sina.net,0516-89320399,0516-89322388,116.65027,34.688813,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2210215,新沂大美汽车销售服务有限公司,4S店,江苏省徐州市新沂市唐店镇249省道西侧,221400,0516-88922299,重新入网2210212,/,/,0516-88922299,2210212@jscsvw.com,/,0516-88922299,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
6210801,泰州市德众汽车销售服务有限公司,4S店,江苏省泰州市海陵区南通路188号,225300,0523-86275307,/,0523-86278880,/,0523-86275307,2210809@jscsvw.com,/,0523-86275307,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2210800,泰州众泰汽车销售服务有限公司,4S店,江苏省泰州市经济开发区鹏举路118号,225300,0523-86890012,/,0523-86890066,0523-86890019,0523-86890012,svw0964@saic.sina.net,0523-86890019,0523-86890012,119.909333,32.429803,1,2,684,717,99.16,711,10,.32,上,10,.64,上,10,.64,上,10,.32,上,95.95,688,.27,2
2210804,泰州市姜堰德众汽车销售服务有限公司,4S店,江苏省泰州市姜堰经济开发区海姜大道9号,225500,0523-88028508,/,0523-88865888,0523-88080000,0523-88028508,tzdz@saic.sina.net,0523-88080000,0523-88028508,120.081356,32.509964,5,1,422,440,98.4,433,10,.32,上,10,.64,上,10,.64,上,10,.32,上,96.36,424,.22,1
2210809,江苏德众汽车销售服务有限公司,4S店,江苏省泰州市姜堰市华港镇溪东村（兴泰公路泰州北出口向北50米）,225500,0523-88718906,/,0523-88716000,0523-88718999,0523-88718906,taizhouzhongde@saic.sina.net,0523-88718999,0523-88718906,119.954752,32.572095,4,1,335,357,96.35,344,8,19.74,下,8,19.48,下,8,19.48,下,8,19.74,下,94.95,339,.56,2
2210806,兴化市众诚汽车销售服务有限公司,4S店,江苏省泰州市兴化市兴化大道西侧创汇路南6号,225700,0523-83188009 ,/,0523-83100008,0523-83265888,0523-83188009 ,shdj.xh@saic.sina.net,0523-83265888,0523-83188009 ,119.827312,32.916418,1,2,764,808,98.63,797,10,.32,上,9.93,.02,下,9.93,.02,下,10,.32,上,95.54,772,.49,4
2210810,泰兴市森久汽车销售服务有限公司,4S店,江苏省泰州市泰兴市振兴路与东三环交界处北侧,225400,0523-89771207,/,0523-89773939,0523-89776555,0523-89771207,taixingsenjiu@163.com,0523-89776555,0523-89771207,120.056002,32.170019,5,1,538,587,98.46,578,10,.32,上,10,.64,上,10,.64,上,10,.32,上,92.67,544,.51,3
2210808,江苏众望汽车销售服务有限公司,4S店,江苏省靖江市人民南路沿江公路口,214500,0523-84953900,/,0523-84878333,0523-84878555,0523-84953900,jszwqc@sina.com,0523-84878555,0523-84953900,120.251827,31.959674,1,2,625,665,97.89,651,10,.32,上,10,.64,上,10,.64,上,10,.32,上,93.98,625,0,0
6210701,扬州润众城市展厅,城市展厅,江苏省扬州市邗江区江阳西路123号,225007,0514-87787555,/,/,/,0514-87787555,yzrz@saic.sina.com,/,0514-87787555,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2210706,扬州润扬汽车销售有限公司,4S店,江苏省扬州市邗江区史可法路71号,225002,0514-87622800,/,0514-87620999,0514-87626999,0514-87622800,svw0970@saic.sina.net,0514-87626999,0514-87622800,119.44838,32.421086,4,1,340,359,98.05,352,10,2.43,上,10,2.43,上,10,1.94,上,10,2.94,上,95.82,344,.55,2
